UID,NAME,PROV,CITY,DIST,ADDRESS,TEL,LONG,LAT
aee40d8d88619c8704026fe7,汇元新天地,河北省,保定市,涿州市,河北省保定市涿州市汇元新天地(南关街东),,115.97979,39.479515
9985051df98a0af8ad080f3c,涿州农大人才家园,,,,河北省保定市涿州市东城坊镇松兰路涿州人才家园,,115.85529,39.469406
b7021bf8c59623faf4e73b2d,光明小区,河北省,保定市,涿州市,东兴北街37号,,116.02059,39.501059
b4abfa6b3652f95ffd0eb0a4,涿郡东区,河北省,保定市,涿州市,平安大街与永济中路交汇处东路北,,116.028116,39.509322
2fd2beab6c4701527adbd22d,水乡园,河北省,保定市,涿州市,保定市涿州市朝阳路41号,,116.025675,39.496422
085d08c2b2b67b67d3ff23ad,新加坡花园,河北省,保定市,涿州市,保定市涿州市冠云中路209号,,116.006834,39.483657
0a3d1d10c803fab4aeb22a52,涿州三五四三社区,河北省,保定市,涿州市,范阳中路231号,,116.026586,39.49272
aabd9274c0d677e379b55c25,公园壹号,河北省,保定市,涿州市,冠云路与玫瑰大街交口西侧,,116.02833,39.483483
226c5330bbc5792a7ec87610,云景城,河北省,保定市,涿州市,河北省保定市涿州市长空路169号,,115.998792,39.480551
34f68ab0e750e2098f55ec0e,范阳小区,河北省,保定市,涿州市,范阳中路180号,,115.998906,39.489753
61ff9520eab965371b94c67a,京第银座,,,,河北省保定市涿州市华阳中路203号,,116.020041,39.502604
f757e6ee96616917260bd02d,天龙小区,河北省,保定市,涿州市,华阳中路76号,,116.007799,39.49759
04bdf4a3876d3731354aaedb,名流一品,河北省,保定市,涿州市,涿州市范阳中路文化广场西300米交通局东侧(原劳技校校址),,116.008898,39.490555
bf29b702844b8c9909b93a2d,国富嘉园,,,,保定市涿州市平安北街123号,,116.025522,39.501802
1020060f8b0802db1894c640,鹏润四季花园,河北省,保定市,涿州市,东兴南街59号(东兴南街),,116.018014,39.484395
d14b8e3bd4e972dfd22dd6dd,汇元国际,河北省,保定市,涿州市,平安北街109号,,116.024484,39.497755
92735f685255467d9a005035,物探局二号院,河北省,保定市,涿州市,河北省保定市涿州市范阳西路188号,,115.987605,39.490581
28e700f1d148d301095cb332,东安小区,河北省,保定市,涿州市,河北省保定市涿州市华阳西路318号,,115.997015,39.498705
22e114075e5d34b4d5b74e2d,中国水电五局小区,河北省,保定市,涿州市,河北省保定市涿州市甲秀路218号,,115.983747,39.505173
2848ffd646903a0c48cc4a0e,宏远二号院,河北省,保定市,涿州市,长空路108号,,115.995244,39.485078
fd3b71108b87ec7ab15c6a53,三利中和城-一期,河北省,保定市,涿州市,河北省北京市房山区东仙坡镇白庄京深路三利中和城一期,,116.021228,39.592254
be54cde9bc53405b78f7960e,同善园,河北省,保定市,涿州市,涿州市华阳东路207号,,116.020975,39.503214
373cf7575c5df86e4354d72d,欣欣庄园,河北省,保定市,涿州市,涿州市平安北街73号政法街,,116.024557,39.49463
1e96d781e873523c028972cf,水榭春天,,,,河北省保定市涿州市107国道拒马河滨湖公园北500米,,115.97776,39.526522
35debf2917b1cc44a6da392d,豪门庄园,河北省,保定市,涿州市,涿州市东兴北街17号,,116.020199,39.497052
881a28e717421047f942b232,东方家园,河北省,保定市,涿州市,清凉寺街道范阳中路244号,,116.001924,39.489808
a8f9d97d28c6d76f9f09f750,东方丽景,,,,河北省保定市涿州市清凉寺街道冠云中路东方丽景(金领郡旁),,115.994855,39.48252
08fc93df10700f919b68b432,华光小区,河北省,保定市,涿州市,华阳西路179号,,115.992969,39.500627
e6ee2fd206180c482b11d12d,唐人花园,河北省,保定市,涿州市,平安北街28号,,116.021851,39.49312
564ed45eb3c9311631f71dac,富力花园,河北省,保定市,涿州市,河北省保定市涿州市范阳中路85号,,116.009204,39.491979
d631f19c6ae9d2b34afc8d01,天保青花府,,,,双塔路,,115.981095,39.505274
5540043a3b5ee9ad0482c216,航校小区,,,,河北省保定市涿州市长空路,,115.995165,39.471086
d4034eb398803df6c036442d,新府阳光,河北省,保定市,涿州市,河北省保定市涿州市建设路2号,,115.999756,39.487772
060f5e5305a932d7081cc72d,金兴花园,河北省,保定市,涿州市,东兴南街162号,,116.014401,39.483292
ff25f0874801f03c2bd7abf2,县府小区,河北省,保定市,涿州市,保定市涿州市华阳西路51号,,115.98298,39.498496
f1c8736b7c923613b54f546f,清凉寺居民小区,河北省,保定市,涿州市,平安北街53,,116.024468,39.493376
160db58f6baea771ebe58217,联合小区四号院,河北省,保定市,涿州市,范阳中路62号,,115.996493,39.490221
001818bab442cb2ed12dd66b,研制厂小区,河北省,保定市,涿州市,范阳中路350号,,116.011117,39.489834
a92a8d12e861451f7af79647,华福佳缘,河北省,保定市,涿州市,涿州市华阳中路132号,,116.011688,39.498895
9ee392b8af41ab42bbbd630e,铁十八局三处小区,河北省,保定市,涿州市,南关大街259号,,115.982804,39.481847
75d0881a3054d74d3a04b132,东关新村小区,,,,河北省保定市涿州市华阳中路2号,,116.001442,39.496584
7909103dad98f97002294ff6,荣景公寓,河北省,保定市,涿州市,河北省北京市房山区荣景公寓(李白路南),,116.019328,39.589897
1bf85b2569f5dea4a1a9342d,工商局小区,河北省,保定市,涿州市,保定市涿州市涿州市40朝阳路管理委员会工商行政管理局41,,116.028808,39.496569
fc7675247ddca5f94e776e0e,中国石油物探小区,河北省,保定市,涿州市,保定市范阳西路188号,,115.989223,39.488936
c7f1ba07489cb182095cb3e9,名流城市尊邸,河北省,保定市,涿州市,"涿州涿州开发区市政广场南侧,平安北街与华阳路交叉处向东",,116.028415,39.502095
b0d056f24825247ecac3db2d,银都花园,河北省,保定市,涿州市,华阳中路211号,,116.022951,39.503466
7638fd0e60e9a7ac3f9a5e04,鸿盛望京,,,,河北省保定市涿州市东仙坡镇康节西路东仙坡镇政府东侧,,116.000218,39.568291
50fb64ff0d52f55de9f8532d,紫晨小区,河北省,保定市,涿州市,城南西路72号,,115.974316,39.478102
11859f8763d7f7b69d95de02,幸福小区,河北省,保定市,涿州市,保定市涿州市冠云西路128号,,115.983123,39.481848
f47025157d3a6273f4eafc34,永安小区,河北省,保定市,涿州市,河北省保定市涿州市甲秀路40号,,115.986543,39.496877
fa7da3e897afe26242d63e2d,槐林新村住宅小区,河北省,保定市,涿州市,河北省保定市涿州市朝阳路槐林新村住宅小区(欣欣庄园西北),,116.022163,39.495169
fcf4061ff0bd845e5cbe8600,挟河社区,河北省,保定市,涿州市,保定市涿州市挟河村北门东,,116.019648,39.585475
d82d66976f635fa6d518b732,宏远家园,河北省,保定市,涿州市,河北省保定市涿州市建设路35-8,,115.997415,39.489213
e56bf5e31b1d68440782c22d,金色家园,河北省,保定市,涿州市,涿州市朝阳路85号,,116.027286,39.496401
b5065e417546493cadcb6663,惠友橙园,河北省,保定市,涿州市,保定市涿州市东兴南街35号,,116.017235,39.486672
c16534053d04c57aab175a0e,六十七处-家属楼,河北省,保定市,涿州市,河北省保定市涿州市六十七处家属楼(城南东路南),,115.981532,39.4773
9f3dec1be50f896ab6265521,汇元尚品,河北省,保定市,涿州市,保定市涿州市冠云中路237号,,116.012183,39.482513
70b2096ebff7d2dc16a19061,联合小区二号院,河北省,保定市,涿州市,范阳中路73号,,116.002332,39.492671
d30b558a17818c8a1b94c64e,华泰豪庭,河北省,保定市,涿州市,河北省保定市涿州市朝阳路水乡园北侧,,116.026104,39.497231
465f7c59dcea0d0a6c3e1b9a,矿山局家属楼,河北省,保定市,涿州市,涿州市范阳西路122号矿山局南院10号楼4单元,,115.984016,39.490244
f9d1b21ffa2cbe532bd7ab6e,一七三小区,,,,河北省保定市涿州市建设路286,,116.008333,39.488345
8376230331a440e61df74d78,双馨佳园,河北省,保定市,涿州市,河北省保定市涿州市双馨佳园(永济西路南),,115.990125,39.509749
b533ea4a167a69414f6d462d,温馨小区,河北省,保定市,涿州市,河北省保定市涿州市建设路72,,115.998156,39.487314
a905e659e94dce3a3717dc48,团结小区,,,,保定市涿州市团结路6号,,115.983243,39.523173
ea8de074bfd7d6884251c029,三利中和城-二期,河北省,保定市,涿州市,河北省保定市涿州市东仙坡镇挟河村京深路三利中和城二期,,116.022301,39.591532
1020060ff5e078a61894c62d,金正小区,河北省,保定市,涿州市,河北省保定市涿州市建设路430号,,116.021526,39.487046
b3aa435d5c59940b1576432d,绿茵家园,河北省,保定市,涿州市,河北省保定市涿州市复兴路邱庄居民小区,,115.998958,39.494775
086374e2feeb1deaab175ac7,农大涿园小区,河北省,保定市,涿州市,河北省保定市涿州市东城坊村正阳街农大涿园小区,,115.860233,39.47617
fdc3e8819d37e8ab36b06c16,鼓楼新城,,,,保定市涿州市范阳西路67号,,115.976732,39.491329
a8689dcda4497868a8175a3f,鸿盛凯旋门三期,河北省,保定市,涿州市,河北省保定市涿州市华夏路与北环路交叉口东北角,(0312)3650222,116.012681,39.510244
93df0dc3c49eb12b882fb532,华北铝业生活小区,河北省,保定市,涿州市,保定市涿州市南关街136号,,115.977669,39.484882
1c255c5145191dd44d554769,汇元京品,河北省,保定市,涿州市,河北省北京市房山区琉璃河镇京深路汇元京品,,116.021088,39.59174
c7fb04bde010ea15fa0cad32,地质总局南院,河北省,保定市,涿州市,范阳西路26号,,115.973114,39.489978
ea4a3dc9944e652e4e55472d,文昌祠社区,河北省,保定市,涿州市,文昌祠路91号,,115.983935,39.493319
336672c7424f1e70c16c145a,金隅地质嘉园,河北省,保定市,涿州市,范阳西路5号,(0312)3661222,115.972776,39.492087
8406c33f7267c9bd5fbe864e,华阳小区,,,,河北省保定市涿州市华阳中路66号,,116.006701,39.497904
daa9ea64a15f74beabf0cd6e,兴泰花园,河北省,保定市,涿州市,河北省保定市涿州市兴泰花园(东兴北街西90米),,116.018426,39.506593
81d6a50931baa53d6e20b95c,怡安小区,河北省,保定市,涿州市,文林街1号,,115.980792,39.493007
fef83173941620123586f493,辛源中央公馆,河北省,保定市,涿州市,保定市涿州市范阳中路474号,,116.021295,39.490104
81d6a5095b49df406e20b932,嘉和小区,河北省,保定市,涿州市,冠云中路109号,,115.996957,39.48441
7aea43b7cc3a70f87c29bd32,金冠家园,河北省,保定市,涿州市,冠云西路203号,,115.986189,39.484184
f4460918c7e53a6ab11e362d,方正馨园,河北省,保定市,涿州市,保定市涿州市清凉寺街道173队建设路246号,,116.007752,39.487836
2ad32cc30b5b218f9d95de2d,涿州市农行生活小区,河北省,保定市,涿州市,涿州市平安北街25号,,116.024205,39.492577
c79a8b34a7bef565b1077d9e,化肥厂小区,河北省,保定市,涿州市,河北省保定市涿州市建设路113,,116.007164,39.489371
5e53af1a4cd8225f4151c02d,金穗嘉园,河北省,保定市,涿州市,河北省保定市涿州市平安北街21号,,116.024136,39.491944
d385e7491505caba14c8f6e3,军怡家园,河北省,保定市,涿州市,军怡家园位于其他京石高速诼州出口,,116.01212,39.514087
b1c556e8014ecd71b42655eb,烟草小区,河北省,保定市,涿州市,涿州市东兴北街7号,,116.019332,39.493285
1176b5a59bd62d70c3f1cf60,康乐小区,河北省,保定市,涿州市,保定市涿州市长空路20号,,115.994603,39.487481
7ec85e5ff27e346926d2bb7d,物资小区,,,,河北省保定市涿州市范阳中路11号,,115.997635,39.490966
dbf4d6ee32975a2a6fa3cc2d,青旅花园,河北省,保定市,涿州市,河北省保定市涿州市平安北街8号,,116.021839,39.491771
e889a744a36572b58605bf32,交通小区,河北省,保定市,涿州市,范阳中路280号,,116.007192,39.489786
fc56a7da3611e2e99e82ea02,涿州香邑溪谷原墅北区,河北省,保定市,涿州市,西顺街东100米,,116.016519,39.512526
56f2f6964e71e0800aa8d42d,怡海嘉园,河北省,保定市,涿州市,河北省保定市涿州市平安北街72号,,116.022011,39.493982
2a14b7133665fd3826e0a0ec,乐亨小区,,,,河北省保定市涿州市城西北街136号,,115.971473,39.498943
9730ef032cdaa97f2fb96dc4,建厂局设计院家属楼,河北省,保定市,涿州市,河北省保定市涿州市范阳中路75号,,116.002985,39.492984
43b7e88984f7566a58f6be32,金地小区,河北省,保定市,涿州市,河北省保定市涿州市教军场街金地小区(东关新村小区东),,116.002728,39.496298
2cc3c8e83480b7d64d2fdf2d,涿州市国税局金税小区,河北省,保定市,涿州市,河北省保定市涿州市朝阳路3,,116.020435,39.496641
f633606a9352224d0b69d91c,新星小区,河北省,保定市,涿州市,东后南街28号,,115.985181,39.48489
9b663b07756e778ccd04ef62,康丽小区,,,,河北省保定市涿州市南关街236,,115.977333,39.478537
c8783b2f840bfe0a9ff7794b,卓悦城,,,,保定市涿州市育才路,,115.993959,39.504106
5428dfe33404a6c971455bd8,锦绣范阳,河北省,保定市,涿州市,河北省保定市涿州市教军场街2,,116.003603,39.489731
55f6b94bd8af5e906118097f,长天小区,河北省,保定市,涿州市,河北省保定市涿州市航空路53号,,115.998197,39.481758
765dbaaee037e6f5b54f5438,粮食局东关小区,河北省,保定市,涿州市,甲秀路148号,,115.985887,39.501711
850815e1b2ca519843e1920e,世纪嘉园,河北省,保定市,涿州市,东兴北街35号,,116.020206,39.499142
b249876b9ed333adeee4a583,金品时代,,,,河北省保定市涿州市建设路联合小区二号院东(速8酒店东北),,116.004855,39.492434
a74481d684baac46f503b832,交警家园,河北省,保定市,涿州市,教军场街66号,,116.004272,39.496258
f3c2373c4ce43152d22dd62d,兴泰小区,河北省,保定市,涿州市,范阳中路466号,,116.019867,39.490174
f44f40361ae0f4cca8f729e2,宝林苑小区,,,,河北省保定市涿州市大宝林院,,115.976234,39.496765
8eec5a69e268a7f4e5e965d9,新府阳光二号院,河北省,保定市,涿州市,河北省保定市涿州市辛庄大街附近,,116.001771,39.487939
a9388b76c499ff09fe0eb095,汇元上城,河北省,保定市,涿州市,保定市涿州市东兴南街77号,,116.015052,39.482621
576fa41b3d2fd1dfb04c49cc,供电公司小区,河北省,保定市,涿州市,涿州市朝阳路5号,,116.019486,39.493969
6ee01020aabc89ef52e5c52d,九州小区,河北省,保定市,涿州市,东兴南街20号,,116.015897,39.489722
3f826ed36eae2145d1f49e0e,邮政小区,河北省,保定市,涿州市,东兴北街9号,,116.0196,39.495249
04bdf4a32e1ad04f354aae32,长安社区,河北省,保定市,涿州市,河北省保定市涿州市长安社区(中国劳动关系学院东),,115.923648,39.477187
dca220fe42a93d3d4351c02a,龙马家园7号楼,,,,河北省保定市涿州市长空路育翔幼儿园附近(龙马家园附近),,115.99938,39.476165
410d2d13e6b1c1700bf5ebb5,颐和公馆,河北省,保定市,涿州市,东城坊镇旅游大道1号京都颐和城,,115.884956,39.493793
50fb64ffa272565ee9f8530e,华阳温馨,河北省,保定市,涿州市,保定市涿州市华阳中路18号,,116.00348,39.495872
a5097bfa174f4463f03cba32,华欣小区,河北省,保定市,涿州市,复兴路53号,,116.006399,39.495324
d634b55498f584dae956fabf,金域中央(建设中),,,,河北省保定市涿州市东大街与永安街交叉口,,115.982213,39.495962
ed38edf048f94f66e315f90b,仁和社区,河北省,保定市,涿州市,保定市涿州市东后南街22号,,115.985482,39.486325
8d96925ce7bc0245c1f1cf2d,名流公寓,河北省,保定市,涿州市,河北省保定市涿州市范阳中路366号,,116.011084,39.489727
b292b3aa64eead56be48422d,邱庄居民小区,河北省,保定市,涿州市,保定市涿州市振兴街37号,,115.997036,39.493403
5fe2f59d6fbd7f46f60e771a,涿州中心城,河北省,保定市,涿州市,河北省保定市涿州市华阳中路国富酒店东行50米,,116.028578,39.504074
4fc3161a49467eaa3a13fd0e,汇元时代,河北省,保定市,涿州市,冠云东路南侧(汇元大酒店南侧),,116.014509,39.481371
f55b4236667845aec4f0254e,龙马家园3号楼,,,,河北省保定市涿州市清凉寺街道西河村长空路龙马家园,,115.99912,39.475245
70caa2b722a8ea1c43ab9a2a,建行华阳小区,,,,华阳中路189号,,116.017539,39.501998
46e86fdd114efd6fd13ce32d,涿州银都小区,河北省,保定市,涿州市,范阳中路452号,,116.019312,39.490752
6c663ccc9ac90b78afee7a0f,名流涿郡(东区),河北省,保定市,涿州市,河北省保定市涿州市华阳中路,,116.026927,39.508489
61f83ee65395135cc3364452,法院家属小区,河北省,保定市,涿州市,育英街103,,116.022728,39.499376
6deee30819fb286a29fc482d,永安-南区,河北省,保定市,涿州市,甲秀路4号物探,,115.986489,39.494356
641f6b91df8ee0df343a7111,地质总局北院5号楼,河北省,保定市,涿州市,河北省保定市涿州市双塔街道尚公街河北大学涿州教学中心,,115.972959,39.492862
53349ee3382b726d2202620e,铁十八局一处小区,河北省,保定市,涿州市,南关大街259号,,115.983015,39.481645
455ec2afd12da2889868b4fb,农业局小区,河北省,保定市,涿州市,河北省保定市涿州市华阳中路24号,,116.005857,39.497724
4e5922b4247c2b93a1d230d9,和谐佳居,河北省,保定市,涿州市,华阳中路18号,,116.005425,39.495736
fd3df5c7053195d7593ac891,公安局家属院2号楼,河北省,保定市,涿州市,保定市涿州市华阳路322号,,116.022558,39.501648
db617c88b204a0d0aeb22a2d,涿州市财政局家属院,河北省,保定市,涿州市,河北省保定市涿州市建设路263号,,116.021144,39.488853
9218d64536f6620fd2f49eaf,造纸厂小区,河北省,保定市,涿州市,河北省保定市涿州市迎宾路41,,115.991579,39.489292
e13d2fa52d4023843617dc4e,双塔中学住宅小区,河北省,保定市,涿州市,双塔路南50米,,115.979986,39.505928
b939134962402db02bb97c57,军怡公馆,河北省,保定市,涿州市,幸福大街2号,,116.01891,39.510577
64ff3be1a41592c690114ceb,新兴化工厂家属院,河北省,保定市,涿州市,范阳路安康街3号,,115.998464,39.493193
bb6b5114a7b185c02a02e13f,煤田总局173队家属楼,河北省,保定市,涿州市,辛庄东街和和平路的交叉口附近,,116.005412,39.488268
704ed911267694645bf6be28,同善园-银座,河北省,保定市,涿州市,保定市涿州市华阳中路207号,,116.020109,39.502549
f9fd6062386e3a1c0f0e6b0e,燕赵家园,河北省,保定市,涿州市,体育场路18号,,115.98464,39.495952
25ec69fc71b23c00c26c1472,银城小区,河北省,保定市,涿州市,清凉寺街道建设路119号,,116.012449,39.489249
c8e8f6338b061d11ab0dd873,豪门庄园-东区,河北省,保定市,涿州市,保定市涿州市东兴北街17号,,116.022183,39.49779
844a750e65f640ba6268580e,南关小区,河北省,保定市,涿州市,保定市涿州市育红胡同1号,,115.982349,39.486412
3c853fcbed4d2c10f603b850,铁道部建厂局小区,,,,保定市涿州市范阳西路86号,,115.980941,39.489235
351ccb63db5ac4df306212d7,建设局住宅小区,河北省,保定市,涿州市,城南西路78,,115.976189,39.477733
9f97b1c5f67bf805b64f540e,蓝天厂生活区,河北省,保定市,涿州市,保定市涿州市机场街7号,,116.001057,39.472223
5806b7dd52414b55223bf2a7,铁道部建厂局家属楼,河北省,保定市,涿州市,健康路14号,,116.000396,39.48502
2848ffd6fbb0990f48cc4a2d,永安小区北区,河北省,保定市,涿州市,甲秀路38号物探局,,115.986573,39.496895
de7a5f2c40f6fe3aa1a93402,宏远宜居园,河北省,保定市,涿州市,冠云中路与东兴南街交叉口西侧（汇源大酒店附近）,,116.012169,39.481594
341c35de1e9a60bee607382d,华阳公寓小区,河北省,保定市,涿州市,东兴北街40号,,116.018563,39.501311
0cda66b5b3547adda8175a11,电梯厂小区,河北省,保定市,涿州市,东后南街23,,115.986264,39.485157
407ea75bb712ddefe507384d,涿州铁路住宅小区,河北省,保定市,涿州市,河北省保定市涿州市迎宾路49号,,115.991542,39.488274
4247c4b6309d573130621292,水乡园-1号楼,河北省,保定市,涿州市,河北省保定市涿州市水乡园1号楼,,116.025206,39.4962
f696f3c28b8f20eb1b11d52d,燕赵花园-3期,河北省,保定市,涿州市,河北省保定市涿州市知味坊街燕赵花园,,116.028565,39.498119
5b25f44695ab8bea1029352d,方正园,河北省,保定市,涿州市,河北省保定市涿州市建设路221号,,116.019619,39.489059
be76566cb3e163d29868b43d,怡安小区-二期,河北省,保定市,涿州市,河北省保定市涿州市文昌祠路附近怡安小区二期,,115.980845,39.493576
3ac1e7cd8da467267fc8767d,云景城小区-H座住宅楼,河北省,保定市,涿州市,河北省保定市涿州市云景城小区H座住宅楼(东河路南),,115.99958,39.480697
63dfa2e802bfd6ccc17da236,六十七处,,,,河北省保定市涿州市城南东路106号,,115.981357,39.478383
94e2d119de153d94dd1e5240,建安阳光,河北省,保定市,涿州市,京深路飞达集团附近,,115.978928,39.526316
083a55fa075d7b04246e984a,金都住宅小区,河北省,保定市,涿州市,城西南街123,,115.970604,39.485726
daa4ee0e46f2bc43d518b7c0,名流家和小区,河北省,保定市,涿州市,河北省保定市涿州市名流家和小区(兴福路南80米),,116.024102,39.507251
f5e3bcae194b2dc15e17c32d,金慧苑,河北省,保定市,涿州市,"河北省保定市涿州市建设路257,259号",,116.019844,39.48904
100b306473f31c27e8e5820f,涿州鹏渤御苑住宅小区,河北省,保定市,涿州市,河北省保定市涿州市东大街鹏渤·范阳1号鹏渤御苑,,115.979872,39.491373
799710992e1b8ab64d776eb9,财达证券小区,河北省,保定市,涿州市,河北省保定市涿州市朝阳路2,,116.020719,39.495627
db99febf02ea4567471a3249,同善园-2号楼,河北省,保定市,涿州市,保定市涿州市华阳中路207号,,116.021286,39.502923
853da420c9f5b24aabf72908,审计局小区,河北省,保定市,涿州市,平安北街26号,,116.02226,39.492457
697e33c065b44465a11de9f1,检察院小区,,,,华阳中路与育英街交叉口南200米,,116.021998,39.50078
52a5850fa8d48440fe0eb0da,双塔中学住宅小区-1号楼,河北省,保定市,涿州市,河北省保定市涿州市双塔中学住宅小区1号楼,,115.979837,39.505084
89e519cfbaae2c624afd3fc1,晨光小区-8号楼,河北省,保定市,涿州市,河北省保定市涿州市晨光小区8号楼,,116.013259,39.486332
d1cf6c6a5456dad0afee7ab4,合美家园,,,,保定市涿州市福安街8号,,116.014109,39.493905
15b2bc488935d2bfdc1e5235,金兴花园-7号楼,,,,保定市涿州市东兴南街162号,,116.013728,39.482734
7a2f1e72b8a35c479cec2b21,茂都枫情水岸,,,,河北省保定市涿州市城西北街58号,,115.971466,39.497281
34244fe86c5910b002294f2e,公安局家属院1号楼,河北省,保定市,涿州市,华阳中路与育英街交叉口东南50米,,116.022592,39.502032
befdb2929b1994e18715412d,邱庄社区,河北省,保定市,涿州市,安康街与范阳西路交叉口西北100米,,115.999372,39.491125
441f84dd90513e628a36eeee,矿山局家属楼-8号楼,河北省,保定市,涿州市,河北省保定市涿州市矿山局家属楼8号楼,,115.982793,39.487677
2a34cdba29ba76bc16a1903f,华铝住宅楼301号楼,,,,河北省保定市涿州市仁和路279号附近,,115.978206,39.481423
8997e97cf90c6effa21de9f3,联合小区,河北省,保定市,涿州市,周边华阳路西华阳桥西行50米路南,,115.996505,39.49807
0b861912ec25464e0ab93a54,名流5期8号楼,,,,名流枫景小区5期8号楼,,116.023262,39.505851
b1a640a09c871268210220cd,粮食局桥头小区,河北省,保定市,涿州市,范阳中路7,,115.996721,39.49111
0783488b2f143a5087330473,双塔中学住宅小区-2号楼,河北省,保定市,涿州市,河北省保定市涿州市双塔中学住宅小区2号楼,,115.979767,39.505433
c6fb79149ace4bcf7adbd218,名流枫景5期-7号楼,河北省,保定市,涿州市,河北省保定市涿州市名流枫景小区5期7号楼,,116.024588,39.50598
9960126031268893b54f54c9,邮电局住宅楼,河北省,保定市,涿州市,范阳中路附近,,116.027842,39.489813
167f2a9b16434149a1046440,水乡园-6号楼,河北省,保定市,涿州市,河北省保定市涿州市水乡园6号楼,,116.025637,39.496799
2956d526aa0177bb7f29bd88,就业局小区,河北省,保定市,涿州市,河北省保定市涿州市冠云西路48号,,115.975685,39.482251
24576acef74c3773441a32f2,天龙小区-二期,,,,涿州市涿州市华阳中路76号物探学校西邻华阳路路,,116.007776,39.49634
a00c6eaad7497be52de67b4d,金属器件厂住宅小区,河北省,保定市,涿州市,团结胡同与新兴北街交叉口南100米,,115.974015,39.487698
17d3c72228aded1c7c29bd16,永安小区-151号,河北省,保定市,涿州市,保定市涿州市甲秀路38号,,115.986986,39.496045
f1f33d63855353ce41ab9a67,永安小区-155号楼,,,,河北省保定市涿州市永安小区155号楼,,115.985771,39.496615
d84e5908f067415ca8f729c0,尚公街社区,河北省,保定市,涿州市,尚公街附近,,115.975837,39.495348
bbdc2cc40b575c1fb45f1eaf,范阳小区-2号楼,河北省,保定市,涿州市,保定市涿州市范阳中路180号,,115.99839,39.489951
74debf041d10412f47e27496,桃园新村社区,,,,城南东路15号附近,,115.980872,39.47865
c69805bc0137e73294ca07b7,鹏渤·范阳1号,河北省,保定市,涿州市,范阳西路76号附近,,115.980112,39.49132
e49e4485fe7bbc793904b14e,东安小区-137号,河北省,保定市,涿州市,保定市涿州市甲秀路39号,,115.98823,39.497835
43c276ff81af4fd4b35c6a18,康隆小区,河北省,保定市,涿州市,东兴南街1号附近,,116.01771,39.489932
5b6e1c822d832fff2dfaa763,京都商务主题公园花园小区,,,,河北省保定市涿州市京都旅游大道1号,,115.889268,39.493665
d0da8711efaf2f3b2b201aac,仙颐园-8号楼,河北省,保定市,涿州市,保定市涿州市冠云中路甲35号,,115.991726,39.48502
76e8ea492f4749f7ae0457e7,六十七处家属楼-6号楼,,,,河北省保定市涿州市六十七处家属楼6号楼,,115.980829,39.4779
